t	mx	my	mz	MaxAngle	phi	f_RF
1.1704293103282262e-09	0.4104666	0.9058722	0.005894228	0.10436886	65	5000000000.0
1.1748186440651229e-09	0.41381073	0.90435725	0.0057117217	0.10427785	65	5000000000.0
1.17920733231548e-09	0.4170105	0.90289164	0.005424697	0.10424463	65	5000000000.0
1.185058628400501e-09	0.42095318	0.9010629	0.004887762	0.10428185	65	5000000000.0
1.1894471600024907e-09	0.42359823	0.8998216	0.004378219	0.10436657	65	5000000000.0
1.19530026101689e-09	0.42661843	0.89838904	0.003572947	0.1045415	65	5000000000.0
1.199689199958824e-09	0.42844895	0.89751214	0.0028887342	0.10470987	65	5000000000.0
1.2055393704147205e-09	0.43024656	0.8966434	0.001892956	0.10496959	65	5000000000.0
1.2099276695744052e-09	0.43108073	0.8962358	0.0011007899	0.10518157	65	5000000000.0
1.2143163262407036e-09	0.43145537	0.89604914	0.00028590675	0.105403885	65	5000000000.0
1.2201674953699913e-09	0.43122786	0.89615154	-0.0008096227	0.10570485	65	5000000000.0
1.2245560941541874e-09	0.43051437	0.8964907	-0.0016182277	0.10593115	65	5000000000.0
1.230408435520323e-09	0.42886078	0.8972801	-0.0026501876	0.106232315	65	5000000000.0
1.2347963526547017e-09	0.42712194	0.89810866	-0.003370216	0.10645637	65	5000000000.0
1.239184243494478e-09	0.42498833	0.8991211	-0.004028952	0.10668388	65	5000000000.0
1.2450334216988165e-09	0.4215963	0.9007192	-0.0047903275	0.10698963	65	5000000000.0
1.249421321725512e-09	0.4186994	0.9020716	-0.0052598417	0.10722325	65	5000000000.0
1.255271657717428e-09	0.41446623	0.904027	-0.0057333657	0.10754637	65	5000000000.0
1.2596600177505649e-09	0.4110876	0.905569	-0.0059654834	0.107797615	65	5000000000.0
1.265511699980013e-09	0.4064285	0.9076682	-0.0061026285	0.10814	65	5000000000.0
1.2699000783631128e-09	0.4029026	0.90923536	-0.0060738134	0.1083998	65	5000000000.0
1.2742881778860257e-09	0.39942205	0.91076416	-0.005932708	0.10865459	65	5000000000.0
1.2801377694282018e-09	0.39496416	0.9126952	-0.005575136	0.108978406	65	5000000000.0
1.2845266400680987e-09	0.39183688	0.91403157	-0.005186424	0.109199576	65	5000000000.0
1.2903776700531137e-09	0.3880688	0.91562104	-0.0045217313	0.10944542	65	5000000000.0
1.2947666101192191e-09	0.38561183	0.9166449	-0.0039254734	0.109582305	65	5000000000.0
1.2991557994701914e-09	0.38352337	0.91750675	-0.0032577345	0.10966948	65	5000000000.0
1.3050096070424177e-09	0.3813783	0.918383	-0.002277614	0.10968853	65	5000000000.0
